CustomerId,TransactionStartTime,Value,Amount,TransactionId,BatchId,SubscriptionId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,TransactionStatus,IssuedDateLoan,AmountLoan,Currency,LoanId,PaidOnDate,IsFinalPayBack,InvestorId,DueDate,LoanApplicationId,PayBackId,ThirdPartyId,IsThirdPartyConfirmed,IsDefaulted
CustomerId_474,26/10/2018 09:19,10000,-10000,TransactionId_2299,BatchId_500,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,26/10/2018 09:19,10000,UGX,LoanId_934,16/05/2019 07:25,1,InvestorId_2,25/11/2018 09:18,LoanApplicationId_164,PayBackId_1899,ThirdPartyId_601,0,1
CustomerId_233,26/10/2018 15:37,5000,-5000,TransactionId_1950,BatchId_2438,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,26/10/2018 15:37,5275,UGX,LoanId_676,30/10/2018 06:48,1,InvestorId_2,25/11/2018 15:37,LoanApplicationId_1411,PayBackId_783,ThirdPartyId_719,0,0
CustomerId_432,26/10/2018 16:12,31766,-30840,TransactionId_2128,BatchId_381,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,26/10/2018 16:12,30840,UGX,LoanId_386,26/04/2019 16:24,1,InvestorId_2,25/11/2018 16:12,LoanApplicationId_836,PayBackId_1262,ThirdPartyId_1546,1,0
CustomerId_27,30/10/2018 10:25,500,-500,TransactionId_1569,BatchId_846,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,30/10/2018 10:25,520,UGX,LoanId_240,30/10/2018 10:54,1,InvestorId_2,29/11/2018 10:25,LoanApplicationId_641,PayBackId_1478,ThirdPartyId_2014,1,0
CustomerId_433,31/10/2018 18:38,1000,-1000,TransactionId_2497,BatchId_1095,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,01/11/2018 13:21,3500,-3500,TransactionId_1344,BatchId_2489,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_13,tv,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,01/11/2018 13:23,500,-500,TransactionId_1202,BatchId_1063,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_379,01/11/2018 14:53,1500,-1500,TransactionId_1024,BatchId_238,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,01/11/2018 14:53,1568,UGX,LoanId_1320,02/11/2018 15:05,1,InvestorId_1,01/12/2018 14:53,LoanApplicationId_1587,PayBackId_1822,ThirdPartyId_1319,1,0
CustomerId_258,01/11/2018 15:23,10000,-10000,TransactionId_710,BatchId_1930,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,01/11/2018 15:23,11100,UGX,LoanId_430,16/11/2018 12:22,1,InvestorId_2,01/12/2018 15:23,LoanApplicationId_1394,PayBackId_654,ThirdPartyId_1180,1,0
CustomerId_405,01/11/2018 16:12,53500,-50000,TransactionId_549,BatchId_2426,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,01/11/2018 16:12,63398,UGX,LoanId_77,06/12/2018 09:26,0,InvestorId_2,01/12/2018 16:12,LoanApplicationId_534,PayBackId_165,ThirdPartyId_1760,1,0
CustomerId_405,01/11/2018 16:12,53500,-50000,TransactionId_549,BatchId_2426,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,01/11/2018 16:12,2942,UGX,LoanId_77,11/12/2018 17:00,1,InvestorId_2,01/12/2018 16:12,LoanApplicationId_534,PayBackId_1908,ThirdPartyId_1716,1,0
CustomerId_474,01/11/2018 17:56,5000,-5000,TransactionId_1452,BatchId_728,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,01/11/2018 17:56,500,UGX,LoanId_1554,15/07/2019 09:12,0,InvestorId_2,01/12/2018 17:56,LoanApplicationId_937,PayBackId_1295,ThirdPartyId_1702,1,1
CustomerId_266,01/11/2018 18:10,11200,-10000,TransactionId_97,BatchId_554,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_303,01/11/2018 19:49,20000,-20000,TransactionId_1324,BatchId_390,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_233,02/11/2018 06:53,500,-500,TransactionId_1863,BatchId_2428,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,02/11/2018 06:53,633,UGX,LoanId_566,17/12/2018 15:00,1,InvestorId_2,02/12/2018 06:53,LoanApplicationId_2,PayBackId_719,ThirdPartyId_310,1,0
CustomerId_233,02/11/2018 07:07,500,-500,TransactionId_598,BatchId_1579,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,02/11/2018 07:07,633,UGX,LoanId_1291,17/12/2018 15:01,1,InvestorId_2,02/12/2018 07:07,LoanApplicationId_1385,PayBackId_1198,ThirdPartyId_1073,1,0
CustomerId_329,02/11/2018 07:53,2000,-2000,TransactionId_2321,BatchId_1883,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,02/11/2018 13:23,500,-500,TransactionId_2065,BatchId_346,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,02/11/2018 15:54,1000,-1000,TransactionId_196,BatchId_1157,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,02/11/2018 15:55,1000,-1000,TransactionId_1433,BatchId_1157,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,02/11/2018 15:57,500,-500,TransactionId_1310,BatchId_802,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,02/11/2018 17:09,3000,-3000,TransactionId_1750,BatchId_1656,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_144,02/11/2018 23:50,1000,-1000,TransactionId_838,BatchId_1312,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,02/11/2018 23:50,1040,UGX,LoanId_1177,02/11/2018 23:58,1,InvestorId_1,02/12/2018 23:50,LoanApplicationId_1078,PayBackId_185,ThirdPartyId_168,1,0
CustomerId_144,03/11/2018 00:09,11200,-10000,TransactionId_695,BatchId_981,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,03/11/2018 00:09,11760,UGX,LoanId_761,08/11/2018 09:41,0,InvestorId_1,03/12/2018 00:09,LoanApplicationId_229,PayBackId_270,ThirdPartyId_449,1,0
CustomerId_144,03/11/2018 00:09,11200,-10000,TransactionId_695,BatchId_981,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,03/11/2018 00:09,168,UGX,LoanId_761,08/11/2018 16:54,1,InvestorId_1,03/12/2018 00:09,LoanApplicationId_229,PayBackId_1628,ThirdPartyId_1843,1,0
CustomerId_329,03/11/2018 07:19,500,-500,TransactionId_2328,BatchId_253,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,03/11/2018 08:41,1200,-1200,TransactionId_2304,BatchId_1626,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_233,03/11/2018 09:57,5000,-5000,TransactionId_2350,BatchId_887,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,03/11/2018 09:57,6300,UGX,LoanId_1118,17/12/2018 15:03,1,InvestorId_2,03/12/2018 09:57,LoanApplicationId_842,PayBackId_1185,ThirdPartyId_1999,1,0
CustomerId_379,03/11/2018 12:09,1500,-1500,TransactionId_1081,BatchId_2111,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,03/11/2018 12:09,1598,UGX,LoanId_86,09/11/2018 03:54,1,InvestorId_1,03/12/2018 12:09,LoanApplicationId_1431,PayBackId_1270,ThirdPartyId_1852,1,0
CustomerId_329,03/11/2018 12:39,1000,-1000,TransactionId_806,BatchId_1145,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,03/11/2018 13:22,1000,-1000,TransactionId_776,BatchId_992,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,03/11/2018 16:10,3500,-3500,TransactionId_2292,BatchId_448,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,04/11/2018 15:48,1200,-1200,TransactionId_2475,BatchId_944,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,05/11/2018 11:13,1000,-1000,TransactionId_2408,BatchId_289,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,05/11/2018 16:24,1200,-1200,TransactionId_2588,BatchId_1067,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_136,05/11/2018 17:01,3000,-3000,TransactionId_890,BatchId_1891,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,1,05/11/2018 17:01,3270,UGX,LoanId_701,15/11/2018 21:58,1,InvestorId_1,05/12/2018 17:01,LoanApplicationId_726,PayBackId_993,ThirdPartyId_1466,1,0
CustomerId_329,06/11/2018 08:11,1000,-1000,TransactionId_671,BatchId_1096,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,07/11/2018 12:04,1200,-1200,TransactionId_619,BatchId_1752,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,07/11/2018 12:15,1000,-1000,TransactionId_1860,BatchId_1593,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_233,07/11/2018 12:18,5000,-5000,TransactionId_1121,BatchId_1205,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,07/11/2018 12:18,6200,UGX,LoanId_75,17/12/2018 15:05,1,InvestorId_2,07/12/2018 12:18,LoanApplicationId_1020,PayBackId_813,ThirdPartyId_1298,1,0
CustomerId_233,07/11/2018 13:05,10000,-10000,TransactionId_191,BatchId_651,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,07/11/2018 13:05,12400,UGX,LoanId_214,17/12/2018 15:07,1,InvestorId_2,07/12/2018 13:05,LoanApplicationId_1047,PayBackId_367,ThirdPartyId_1046,1,0
CustomerId_329,07/11/2018 16:45,1000,-1000,TransactionId_1601,BatchId_1738,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_388,07/11/2018 20:32,20000,-20000,TransactionId_244,BatchId_280,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,07/11/2018 20:32,20900,UGX,LoanId_1321,09/11/2018 08:54,1,InvestorId_1,07/12/2018 20:32,LoanApplicationId_1095,PayBackId_1380,ThirdPartyId_1027,1,0
CustomerId_329,08/11/2018 09:52,1000,-1000,TransactionId_693,BatchId_1983,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_144,08/11/2018 17:01,20000,-20000,TransactionId_326,BatchId_1797,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_136,08/11/2018 20:40,21800,-20000,TransactionId_2290,BatchId_1260,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,08/11/2018 20:40,22000,UGX,LoanId_513,07/12/2018 17:10,0,InvestorId_1,08/12/2018 20:40,LoanApplicationId_189,PayBackId_496,ThirdPartyId_929,1,0
CustomerId_136,08/11/2018 20:40,21800,-20000,TransactionId_2290,BatchId_1260,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,08/11/2018 20:40,3833,UGX,LoanId_513,08/12/2018 07:34,1,InvestorId_1,08/12/2018 20:40,LoanApplicationId_189,PayBackId_678,ThirdPartyId_1783,1,0
CustomerId_379,09/11/2018 06:57,1500,-1500,TransactionId_1755,BatchId_179,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,1,09/11/2018 06:57,2346,UGX,LoanId_1112,26/02/2019 21:35,0,InvestorId_1,09/12/2018 06:57,LoanApplicationId_248,PayBackId_931,ThirdPartyId_1714,1,0
CustomerId_329,09/11/2018 07:01,3500,-3500,TransactionId_473,BatchId_208,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_13,tv,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,09/11/2018 07:04,1000,-1000,TransactionId_238,BatchId_592,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_329,09/11/2018 07:41,1000,-1000,TransactionId_2544,BatchId_521,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_233,09/11/2018 12:32,5000,-5000,TransactionId_261,BatchId_832,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,09/11/2018 12:32,6150,UGX,LoanId_1574,17/12/2018 15:20,1,InvestorId_2,09/12/2018 12:32,LoanApplicationId_1515,PayBackId_121,ThirdPartyId_1482,1,0
CustomerId_144,09/11/2018 12:54,2145,-1500,TransactionId_817,BatchId_1714,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,1,09/11/2018 12:54,2521,UGX,LoanId_704,07/12/2018 08:41,1,InvestorId_1,09/12/2018 12:54,LoanApplicationId_392,PayBackId_1408,ThirdPartyId_1970,1,0
CustomerId_405,09/11/2018 17:37,5000,-5000,TransactionId_372,BatchId_830,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,1,09/11/2018 17:37,5725,UGX,LoanId_33,30/11/2018 21:28,1,InvestorId_2,09/12/2018 17:37,LoanApplicationId_119,PayBackId_233,ThirdPartyId_767,1,0
CustomerId_258,09/11/2018 18:07,10000,-10000,TransactionId_1979,BatchId_681,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,09/11/2018 18:07,10700,UGX,LoanId_1601,16/11/2018 12:22,1,InvestorId_2,09/12/2018 18:07,LoanApplicationId_374,PayBackId_1133,ThirdPartyId_136,1,0
CustomerId_474,10/11/2018 13:03,11200,-10000,TransactionId_1077,BatchId_1248,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CustomerId_258,10/11/2018 20:19,5000,-5000,TransactionId_605,BatchId_1689,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,10/11/2018 20:19,5325,UGX,LoanId_697,16/11/2018 12:23,1,InvestorId_2,10/12/2018 20:19,LoanApplicationId_1349,PayBackId_532,ThirdPartyId_999,1,0
CustomerId_388,11/11/2018 11:39,24660,-22000,TransactionId_1806,BatchId_1815,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_9,utility_bill,ChannelId_1,1,11/11/2018 11:39,28606,UGX,LoanId_1253,06/12/2018 07:39,1,InvestorId_1,11/12/2018 11:39,LoanApplicationId_878,PayBackId_740,ThirdPartyId_633,1,0
CustomerId_405,11/11/2018 15:21,28840,-28000,TransactionId_2450,BatchId_2312,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,11/11/2018 15:21,35004,UGX,LoanId_893,06/12/2018 09:28,0,InvestorId_2,11/12/2018 15:21,LoanApplicationId_762,PayBackId_83,ThirdPartyId_106,1,0
CustomerId_405,11/11/2018 15:21,28840,-28000,TransactionId_2450,BatchId_2312,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_6,tv,ChannelId_1,1,11/11/2018 15:21,1696,UGX,LoanId_893,12/12/2018 08:05,1,InvestorId_2,11/12/2018 15:21,LoanApplicationId_762,PayBackId_459,ThirdPartyId_1905,1,0
CustomerId_233,13/11/2018 15:48,10000,-10000,TransactionId_2125,BatchId_1335,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_17,movies,ChannelId_1,1,13/11/2018 15:48,12050,UGX,LoanId_236,17/12/2018 15:19,1,InvestorId_2,13/12/2018 15:48,LoanApplicationId_142,PayBackId_1244,ThirdPartyId_1444,1,0
CustomerId_193,14/11/2018 08:09,500,-500,TransactionId_1342,BatchId_1826,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,1,14/11/2018 08:09,533,UGX,LoanId_69,20/11/2018 06:40,1,InvestorId_2,14/12/2018 08:09,LoanApplicationId_1436,PayBackId_1682,ThirdPartyId_894,1,0
